Island,Sp_Common_Name,Date_Caught,Lon,Lat
Hawaii,Broadbill swordfish,06/30/2002,204.2,18.8
Hawaii,Broadbill swordfish,06/30/2002,204.7,18.7
Hawaii,Broadbill swordfish,06/30/2002,203.9,20.2
Hawaii,Broadbill swordfish,06/30/2002,204.6,18.7
Hawaii,Broadbill swordfish,06/30/2002,203.8,18.7
Hawaii,Broadbill swordfish,06/30/2002,204.6,20.2
Hawaii,Broadbill swordfish,06/30/2002,204.5,20.2
Hawaii,Broadbill swordfish,06/30/2002,203.9,18.8
Hawaii,Broadbill swordfish,06/30/2002,204.4,19
Hawaii,Broadbill swordfish,06/30/2002,204.5,20.1
Hawaii,Broadbill swordfish,06/30/2002,203.9,19.5
Hawaii,Broadbill swordfish,06/30/2002,204,19.5
Hawaii,Broadbill swordfish,06/30/2002,204.4,20.2
Hawaii,Broadbill swordfish,06/30/2002,203.8,20.3
Hawaii,Broadbill swordfish,06/30/2002,203.9,18.9
Hawaii,Broadbill swordfish,06/30/2002,204,19.1
Hawaii,Broadbill swordfish,06/30/2002,203.9,20.5
Hawaii,Broadbill swordfish,06/30/2002,204.1,20.2
Hawaii,Broadbill swordfish,06/30/2002,203.7,19.5
Hawaii,Broadbill swordfish,06/30/2002,204.1,20.5
Hawaii,Broadbill swordfish,06/30/2002,203.8,20.2
Hawaii,Broadbill swordfish,06/30/2002,204,20.5
Hawaii,Broadbill swordfish,06/30/2002,204.7,19.2
Hawaii,Broadbill swordfish,06/30/2002,204.2,18.9
Hawaii,Broadbill swordfish,06/30/2002,203.7,18.7
Hawaii,Broadbill swordfish,06/30/2002,203.8,19.7
Hawaii,Broadbill swordfish,06/30/2002,203.8,19
Hawaii,Broadbill swordfish,06/30/2002,204.1,19.4
Hawaii,Broadbill swordfish,06/30/2002,203.7,19.4
Hawaii,Broadbill swordfish,06/30/2002,204.4,18.8
Hawaii,Broadbill swordfish,06/30/2002,204.7,18.9
Hawaii,Broadbill swordfish,06/30/2002,204.6,19.2
Hawaii,Broadbill swordfish,06/30/2002,204.1,20.3
Hawaii,Broadbill swordfish,06/30/2002,204,19.6
Hawaii,Broadbill swordfish,06/30/2002,204.6,20.1
Hawaii,Broadbill swordfish,06/30/2002,203.7,20.2
Hawaii,Broadbill swordfish,06/30/2002,203.7,19.8
Hawaii,Broadbill swordfish,06/30/2002,204,20.2
Hawaii,Broadbill swordfish,06/30/2002,203.9,19.6
Hawaii,Broadbill swordfish,06/30/2002,203.9,18.7
Hawaii,Broadbill swordfish,06/30/2002,204.5,20.5
Hawaii,Broadbill swordfish,06/30/2002,203.9,19.2
Hawaii,Broadbill swordfish,06/30/2002,204.1,19.1
Hawaii,Broadbill swordfish,06/30/2002,204.4,18.7
Hawaii,Broadbill swordfish,06/30/2002,204.3,20.2
Hawaii,Broadbill swordfish,06/30/2002,203.7,19.7
Hawaii,Broadbill swordfish,06/30/2002,204.6,18.9
Hawaii,Broadbill swordfish,06/30/2002,204.7,18.8
Hawaii,Broadbill swordfish,06/30/2002,203.8,20.5
Hawaii,Broadbill swordfish,06/30/2002,203.8,19.6
Hawaii,Broadbill swordfish,06/30/2002,204.4,20.4
Hawaii,Broadbill swordfish,06/30/2002,203.9,19.3
Hawaii,Broadbill swordfish,06/30/2002,204.1,19.2
Hawaii,Broadbill swordfish,06/30/2002,203.9,19
Hawaii,Broadbill swordfish,06/30/2002,204.5,19.1
Hawaii,Broadbill swordfish,06/30/2002,204.7,19.1
Hawaii,Broadbill swordfish,06/30/2002,204.7,19
Hawaii,Broadbill swordfish,06/30/2002,203.9,20.3
Hawaii,Broadbill swordfish,06/30/2002,203.7,19.2
Hawaii,Broadbill swordfish,06/30/2002,203.8,19.5
Hawaii,Broadbill swordfish,06/30/2002,204.1,19
Hawaii,Broadbill swordfish,06/30/2002,204,18.7
Hawaii,Broadbill swordfish,06/30/2002,204.6,18.8
Hawaii,Broadbill swordfish,06/30/2002,204,18.8
Hawaii,Broadbill swordfish,06/30/2002,203.7,20.1
Hawaii,Broadbill swordfish,06/30/2002,204.5,18.7
Hawaii,Broadbill swordfish,06/30/2002,204.6,19.1
Hawaii,Broadbill swordfish,06/30/2002,204.3,20.4
Hawaii,Broadbill swordfish,06/30/2002,204,19.2
Hawaii,Broadbill swordfish,06/30/2002,204.5,18.9
Hawaii,Broadbill swordfish,06/30/2002,204.6,19
Hawaii,Broadbill swordfish,06/30/2002,204.7,20.5
Hawaii,Broadbill swordfish,06/30/2002,204.3,19
Hawaii,Broadbill swordfish,06/30/2002,203.9,20
Hawaii,Broadbill swordfish,06/30/2002,204.7,20.3
Hawaii,Broadbill swordfish,06/30/2002,203.7,19
Hawaii,Broadbill swordfish,06/30/2002,203.8,19.1
Hawaii,Broadbill swordfish,06/30/2002,204.3,18.7
Hawaii,Broadbill swordfish,06/30/2002,204.6,20.5
Hawaii,Broadbill swordfish,06/30/2002,204.7,20.1
Hawaii,Broadbill swordfish,06/30/2002,203.7,19.6
Hawaii,Broadbill swordfish,06/30/2002,203.9,19.1
Hawaii,Broadbill swordfish,06/30/2002,204.1,19.3
Hawaii,Broadbill swordfish,06/30/2002,204.2,19
Hawaii,Broadbill swordfish,06/30/2002,204,20.3
Hawaii,Broadbill swordfish,06/30/2002,203.7,18.8
Hawaii,Broadbill swordfish,06/30/2002,203.8,18.8
Hawaii,Broadbill swordfish,06/30/2002,204,19.9
Hawaii,Broadbill swordfish,06/30/2002,204.1,18.8
Hawaii,Broadbill swordfish,06/30/2002,204.2,20.2
Hawaii,Broadbill swordfish,06/30/2002,204,19.7
Hawaii,Broadbill swordfish,06/30/2002,204,19.8
Hawaii,Broadbill swordfish,06/30/2002,204.3,20.5
Hawaii,Broadbill swordfish,06/30/2002,203.7,20
Hawaii,Broadbill swordfish,06/30/2002,203.7,20.5
Hawaii,Broadbill swordfish,06/30/2002,203.8,19.3
Hawaii,Broadbill swordfish,06/30/2002,204.7,19.3
Hawaii,Broadbill swordfish,06/30/2002,203.8,20.1
Hawaii,Broadbill swordfish,06/30/2002,204.7,20.2
Hawaii,Broadbill swordfish,06/30/2002,203.8,20
Hawaii,Broadbill swordfish,06/30/2002,204.4,20.5
Hawaii,Broadbill swordfish,06/30/2002,203.8,19.2
Hawaii,Broadbill swordfish,06/30/2002,204.2,20.5
Hawaii,Broadbill swordfish,06/30/2002,203.7,19.1
Hawaii,Broadbill swordfish,06/30/2002,204.1,19.9
Hawaii,Broadbill swordfish,06/30/2002,203.9,20.4
Hawaii,Broadbill swordfish,06/30/2002,204,20.4
Hawaii,Broadbill swordfish,06/30/2002,203.8,20.4
Hawaii,Broadbill swordfish,06/30/2002,204.2,20.4
Hawaii,Broadbill swordfish,06/30/2002,204.1,20.4
Hawaii,Broadbill swordfish,06/30/2002,204.4,20.1
Hawaii,Broadbill swordfish,06/30/2002,203.7,20.4
Hawaii,Broadbill swordfish,06/30/2002,204.1,19.5
Hawaii,Black marlin,09/05/2008,203.7,19.9
Hawaii,Black marlin,09/05/2008,204.6,20.4
Hawaii,Black marlin,09/05/2008,204,20.1
Hawaii,Black marlin,09/05/2008,203.7,18.9
Hawaii,Black marlin,09/05/2008,204.2,20.3
Hawaii,Black marlin,09/05/2008,204,18.9
Hawaii,Black marlin,09/05/2008,204.5,20.4
Hawaii,Black marlin,09/05/2008,203.9,19.9
Hawaii,Black marlin,09/05/2008,204.1,20.1
Hawaii,Black marlin,09/05/2008,204.5,20.3
Hawaii,Black marlin,09/05/2008,204.3,18.9
Hawaii,Black marlin,09/05/2008,204.1,20
Hawaii,Black marlin,09/05/2008,203.9,19.4
Hawaii,Black marlin,09/05/2008,204.2,18.7
Hawaii,Black marlin,09/05/2008,203.8,19.4
Hawaii,Black marlin,09/05/2008,204.6,20.3
Hawaii,Black marlin,09/05/2008,203.7,19.3
Hawaii,Black marlin,09/05/2008,204.3,18.8
Hawaii,Black marlin,09/05/2008,204.3,20.3
Hawaii,Black marlin,09/05/2008,204,19
Hawaii,Black marlin,09/05/2008,203.8,18.9
Hawaii,Black marlin,09/05/2008,203.8,19.9
Hawaii,Black marlin,09/05/2008,204.4,20.3
Hawaii,Black marlin,09/05/2008,204.7,20.4
Hawaii,Black marlin,09/05/2008,204,20
Hawaii,Black marlin,09/05/2008,204.5,19
Hawaii,Black marlin,09/05/2008,203.8,19.8
Hawaii,Black marlin,09/05/2008,204.7,20
Hawaii,Black marlin,09/05/2008,204.4,18.9
Hawaii,Black marlin,09/05/2008,204.1,18.7
Hawaii,Black marlin,09/05/2008,203.7,20.3
Hawaii,Black marlin,09/05/2008,203.9,20.1
Hawaii,Black marlin,09/05/2008,204,19.3
Hawaii,Black marlin,09/05/2008,204.1,18.9
Hawaii,Black marlin,09/05/2008,203.9,19.7
Hawaii,Black marlin,09/05/2008,204,19.4
Hawaii,Black marlin,09/05/2008,204.2,20
Hawaii,Black marlin,09/05/2008,204.5,18.8
Hawaii,Black marlin,09/05/2008,203.9,19.8
Hawaii,Black marlin,09/05/2008,204.2,18.8
Hawaii,Black marlin,09/05/2008,204.7,18.7
Hawaii,Black marlin,09/05/2008,203.9,20.2
Hawaii,Black marlin,09/05/2008,204.6,18.7
Hawaii,Black marlin,09/05/2008,203.8,18.7
Hawaii,Black marlin,09/05/2008,204.6,20.2
Hawaii,Black marlin,09/05/2008,204.5,20.2
Hawaii,Black marlin,09/05/2008,203.9,18.8
Hawaii,Black marlin,09/05/2008,204.4,19
Hawaii,Black marlin,09/05/2008,204.5,20.1
Hawaii,Black marlin,09/05/2008,203.9,19.5
Hawaii,Black marlin,09/05/2008,204,19.5
Hawaii,Black marlin,09/05/2008,204.4,20.2
Hawaii,Black marlin,09/05/2008,203.8,20.3
Hawaii,Black marlin,09/05/2008,203.9,18.9
Hawaii,Black marlin,09/05/2008,204,19.1
Hawaii,Black marlin,09/05/2008,203.9,20.5
Hawaii,Black marlin,09/05/2008,204.1,20.2
Hawaii,Black marlin,09/05/2008,203.7,19.5
Hawaii,Black marlin,09/05/2008,204.1,20.5
Hawaii,Black marlin,09/05/2008,203.8,20.2
Hawaii,Black marlin,09/05/2008,204,20.5
Hawaii,Black marlin,09/05/2008,204.7,19.2
Hawaii,Black marlin,09/05/2008,204.2,18.9
Hawaii,Black marlin,09/05/2008,203.7,18.7
Hawaii,Black marlin,09/05/2008,203.8,19.7
Hawaii,Black marlin,09/05/2008,203.8,19
Hawaii,Black marlin,09/05/2008,204.1,19.4
Hawaii,Black marlin,09/05/2008,203.7,19.4
Hawaii,Black marlin,09/05/2008,204.4,18.8
Hawaii,Black marlin,09/05/2008,204.7,18.9
Hawaii,Black marlin,09/05/2008,204.6,19.2
Hawaii,Black marlin,09/05/2008,204.1,20.3
Hawaii,Black marlin,09/05/2008,204,19.6
Hawaii,Black marlin,09/05/2008,204.6,20.1
Hawaii,Black marlin,09/05/2008,203.7,20.2
Hawaii,Black marlin,09/05/2008,203.7,19.8
Hawaii,Black marlin,09/05/2008,204,20.2
Hawaii,Black marlin,09/05/2008,203.9,19.6
Hawaii,Black marlin,09/05/2008,203.9,18.7
Hawaii,Black marlin,09/05/2008,204.5,20.5
Hawaii,Black marlin,09/05/2008,203.9,19.2
Hawaii,Black marlin,09/05/2008,204.1,19.1
Hawaii,Black marlin,09/05/2008,204.4,18.7
Hawaii,Black marlin,09/05/2008,204.3,20.2
Hawaii,Black marlin,09/05/2008,203.7,19.7
Hawaii,Black marlin,09/05/2008,204.6,18.9
Hawaii,Black marlin,09/05/2008,204.7,18.8
Hawaii,Black marlin,09/05/2008,203.8,20.5
Hawaii,Black marlin,09/05/2008,203.8,19.6
Hawaii,Black marlin,09/05/2008,204.4,20.4
Hawaii,Black marlin,09/05/2008,203.9,19.3
Hawaii,Black marlin,09/05/2008,204.1,19.2
Hawaii,Black marlin,09/05/2008,203.9,19
Hawaii,Black marlin,09/05/2008,204.5,19.1
Hawaii,Black marlin,09/05/2008,204.7,19.1
Hawaii,Black marlin,09/05/2008,204.7,19
Hawaii,Black marlin,09/05/2008,203.9,20.3
Hawaii,Black marlin,09/05/2008,203.7,19.2
Hawaii,Black marlin,09/05/2008,203.8,19.5
Hawaii,Black marlin,09/05/2008,204.1,19
Hawaii,Black marlin,09/05/2008,204,18.7
Hawaii,Black marlin,09/05/2008,204.6,18.8
Hawaii,Black marlin,09/05/2008,204,18.8
Hawaii,Black marlin,09/05/2008,203.7,20.1
Hawaii,Black marlin,09/05/2008,204.5,18.7
Hawaii,Black marlin,09/05/2008,204.6,19.1
Hawaii,Black marlin,09/05/2008,204.3,20.4
Hawaii,Black marlin,09/05/2008,204,19.2
Hawaii,Black marlin,09/05/2008,204.5,18.9
Hawaii,Black marlin,09/05/2008,204.6,19
Hawaii,Black marlin,09/05/2008,204.7,20.5
Hawaii,Black marlin,09/05/2008,204.3,19
Hawaii,Black marlin,09/05/2008,203.9,20
Hawaii,Black marlin,09/05/2008,204.7,20.3
Hawaii,Black marlin,09/05/2008,203.7,19
Hawaii,Black marlin,09/05/2008,203.8,19.1
Hawaii,Black marlin,09/05/2008,204.3,18.7
Hawaii,Black marlin,09/05/2008,204.6,20.5
Hawaii,Black marlin,09/05/2008,204.7,20.1
Hawaii,Black marlin,09/05/2008,203.7,19.6
Hawaii,Black marlin,09/05/2008,203.9,19.1
Hawaii,Black marlin,09/05/2008,204.1,19.3
Hawaii,Black marlin,09/05/2008,204.2,19
Hawaii,Black marlin,09/05/2008,204,20.3
Hawaii,Black marlin,09/05/2008,203.7,18.8
Hawaii,Black marlin,09/05/2008,203.8,18.8
Hawaii,Black marlin,09/05/2008,204,19.9
Hawaii,Black marlin,09/05/2008,204.1,18.8
Hawaii,Black marlin,09/05/2008,204.2,20.2
Hawaii,Black marlin,09/05/2008,204,19.7
Hawaii,Black marlin,09/05/2008,204,19.8
Hawaii,Black marlin,09/05/2008,204.3,20.5
Hawaii,Black marlin,09/05/2008,203.7,20
Hawaii,Black marlin,09/05/2008,203.7,20.5
Hawaii,Black marlin,09/05/2008,203.8,19.3
Hawaii,Black marlin,09/05/2008,204.7,19.3
Hawaii,Black marlin,09/05/2008,203.8,20.1
Hawaii,Black marlin,09/05/2008,204.7,20.2
Hawaii,Black marlin,09/05/2008,203.8,20
Hawaii,Black marlin,09/05/2008,204.4,20.5
Hawaii,Black marlin,09/05/2008,203.8,19.2
Hawaii,Black marlin,09/05/2008,204.2,20.5
Hawaii,Black marlin,09/05/2008,203.7,19.1
Hawaii,Black marlin,09/05/2008,204.1,19.9
Hawaii,Black marlin,09/05/2008,203.9,20.4
Hawaii,Black marlin,09/05/2008,204,20.4
Hawaii,Black marlin,09/05/2008,203.8,20.4
Hawaii,Black marlin,09/05/2008,204.2,20.4
Hawaii,Black marlin,09/05/2008,204.1,20.4
Hawaii,Black marlin,09/05/2008,204.4,20.1
Hawaii,Black marlin,09/05/2008,203.7,20.4
Hawaii,Black marlin,09/05/2008,204.1,19.5
Hawaii,Thresher shark,03/30/2007,203.7,19.9
Hawaii,Thresher shark,03/30/2007,204.6,20.4
Hawaii,Thresher shark,03/30/2007,204,20.1
Hawaii,Thresher shark,03/30/2007,203.7,18.9
Hawaii,Thresher shark,03/30/2007,204.2,20.3
Hawaii,Thresher shark,03/30/2007,204,18.9
Hawaii,Thresher shark,03/30/2007,204.5,20.4
Hawaii,Thresher shark,03/30/2007,203.9,19.9
Hawaii,Thresher shark,03/30/2007,204.1,20.1
Hawaii,Thresher shark,03/30/2007,204.5,20.3
Hawaii,Thresher shark,03/30/2007,204.3,18.9
Hawaii,Thresher shark,03/30/2007,204.1,20
Hawaii,Thresher shark,03/30/2007,203.9,19.4
Hawaii,Thresher shark,03/30/2007,204.2,18.7
Hawaii,Thresher shark,03/30/2007,203.8,19.4
Hawaii,Thresher shark,03/30/2007,204.6,20.3
Hawaii,Thresher shark,03/30/2007,203.7,19.3
Hawaii,Thresher shark,03/30/2007,204.3,18.8
Hawaii,Thresher shark,03/30/2007,204.3,20.3
Hawaii,Thresher shark,03/30/2007,204,19
Hawaii,Thresher shark,03/30/2007,203.8,18.9
Hawaii,Thresher shark,03/30/2007,203.8,19.9
Hawaii,Thresher shark,03/30/2007,204.4,20.3
Hawaii,Thresher shark,03/30/2007,204.7,20.4
Hawaii,Thresher shark,03/30/2007,204,20
Hawaii,Thresher shark,03/30/2007,204.5,19
Hawaii,Thresher shark,03/30/2007,203.8,19.8
Hawaii,Thresher shark,03/30/2007,204.7,20
Hawaii,Thresher shark,03/30/2007,204.4,18.9
Hawaii,Thresher shark,03/30/2007,204.1,18.7
Hawaii,Thresher shark,03/30/2007,203.7,20.3
Hawaii,Thresher shark,03/30/2007,203.9,20.1
Hawaii,Thresher shark,03/30/2007,204,19.3
Hawaii,Thresher shark,03/30/2007,204.1,18.9
Hawaii,Thresher shark,03/30/2007,203.9,19.7
Hawaii,Thresher shark,03/30/2007,204,19.4
Hawaii,Thresher shark,03/30/2007,204.2,20
Hawaii,Thresher shark,03/30/2007,204.5,18.8
Hawaii,Thresher shark,03/30/2007,203.9,19.8
Hawaii,Thresher shark,03/30/2007,204.2,18.8
Hawaii,Thresher shark,03/30/2007,204.7,18.7
Hawaii,Thresher shark,03/30/2007,203.9,20.2
Hawaii,Thresher shark,03/30/2007,204.6,18.7
Hawaii,Thresher shark,03/30/2007,203.8,18.7
Hawaii,Thresher shark,03/30/2007,204.6,20.2
Hawaii,Thresher shark,03/30/2007,204.5,20.2
Hawaii,Thresher shark,03/30/2007,203.9,18.8
Hawaii,Thresher shark,03/30/2007,204.4,19
Hawaii,Thresher shark,03/30/2007,204.5,20.1
Hawaii,Thresher shark,03/30/2007,203.9,19.5
Hawaii,Thresher shark,03/30/2007,204,19.5
Hawaii,Thresher shark,03/30/2007,204.4,20.2
Hawaii,Thresher shark,03/30/2007,203.8,20.3
Hawaii,Thresher shark,03/30/2007,203.9,18.9
Hawaii,Thresher shark,03/30/2007,204,19.1
Hawaii,Thresher shark,03/30/2007,203.9,20.5
Hawaii,Thresher shark,03/30/2007,204.1,20.2
Hawaii,Thresher shark,03/30/2007,203.7,19.5
Hawaii,Thresher shark,03/30/2007,204.1,20.5
Hawaii,Thresher shark,03/30/2007,203.8,20.2
Hawaii,Thresher shark,03/30/2007,204,20.5
Hawaii,Thresher shark,03/30/2007,204.7,19.2
Hawaii,Thresher shark,03/30/2007,204.2,18.9
Hawaii,Thresher shark,03/30/2007,203.7,18.7
Hawaii,Thresher shark,03/30/2007,203.8,19.7
Hawaii,Thresher shark,03/30/2007,203.8,19
Hawaii,Thresher shark,03/30/2007,204.1,19.4
Hawaii,Thresher shark,03/30/2007,203.7,19.4
Hawaii,Thresher shark,03/30/2007,204.4,18.8
Hawaii,Thresher shark,03/30/2007,204.7,18.9
Hawaii,Thresher shark,03/30/2007,204.6,19.2
Hawaii,Thresher shark,03/30/2007,204.1,20.3
Hawaii,Thresher shark,03/30/2007,204,19.6
Hawaii,Thresher shark,03/30/2007,204.6,20.1
Hawaii,Thresher shark,03/30/2007,203.7,20.2
Hawaii,Thresher shark,03/30/2007,203.7,19.8
Hawaii,Thresher shark,03/30/2007,204,20.2
Hawaii,Thresher shark,03/30/2007,203.9,19.6
Hawaii,Thresher shark,03/30/2007,203.9,18.7
Hawaii,Thresher shark,03/30/2007,204.5,20.5
Hawaii,Thresher shark,03/30/2007,203.9,19.2
Hawaii,Thresher shark,03/30/2007,204.1,19.1
Hawaii,Thresher shark,03/30/2007,204.4,18.7
Hawaii,Thresher shark,03/30/2007,204.3,20.2
Hawaii,Thresher shark,03/30/2007,203.7,19.7
Hawaii,Thresher shark,03/30/2007,204.6,18.9
Hawaii,Thresher shark,03/30/2007,204.7,18.8
Hawaii,Thresher shark,03/30/2007,203.8,20.5
Hawaii,Thresher shark,03/30/2007,203.8,19.6
Hawaii,Thresher shark,03/30/2007,204.4,20.4
Hawaii,Thresher shark,03/30/2007,203.9,19.3
Hawaii,Thresher shark,03/30/2007,204.1,19.2
Hawaii,Thresher shark,03/30/2007,203.9,19
Hawaii,Thresher shark,03/30/2007,204.5,19.1
Hawaii,Thresher shark,03/30/2007,204.7,19.1
Hawaii,Thresher shark,03/30/2007,204.7,19
Hawaii,Thresher shark,03/30/2007,203.9,20.3
Hawaii,Thresher shark,03/30/2007,203.7,19.2
Hawaii,Thresher shark,03/30/2007,203.8,19.5
Hawaii,Thresher shark,03/30/2007,204.1,19
Hawaii,Thresher shark,03/30/2007,204,18.7
Hawaii,Thresher shark,03/30/2007,204.6,18.8
Hawaii,Thresher shark,03/30/2007,204,18.8
Hawaii,Thresher shark,03/30/2007,203.7,20.1
Hawaii,Thresher shark,03/30/2007,204.5,18.7
Hawaii,Thresher shark,03/30/2007,204.6,19.1
Hawaii,Thresher shark,03/30/2007,204.3,20.4
Hawaii,Thresher shark,03/30/2007,204,19.2
Hawaii,Thresher shark,03/30/2007,204.5,18.9
Hawaii,Thresher shark,03/30/2007,204.6,19
Hawaii,Thresher shark,03/30/2007,204.7,20.5
Hawaii,Thresher shark,03/30/2007,204.3,19
Hawaii,Thresher shark,03/30/2007,203.9,20
Hawaii,Thresher shark,03/30/2007,204.7,20.3
Hawaii,Thresher shark,03/30/2007,203.7,19
Hawaii,Thresher shark,03/30/2007,203.8,19.1
Hawaii,Thresher shark,03/30/2007,204.3,18.7
Hawaii,Thresher shark,03/30/2007,204.6,20.5
Hawaii,Thresher shark,03/30/2007,204.7,20.1
Hawaii,Thresher shark,03/30/2007,203.7,19.6
Hawaii,Thresher shark,03/30/2007,203.9,19.1
Hawaii,Thresher shark,03/30/2007,204.1,19.3
Hawaii,Thresher shark,03/30/2007,204.2,19
Hawaii,Thresher shark,03/30/2007,204,20.3
Hawaii,Thresher shark,03/30/2007,203.7,18.8
Hawaii,Thresher shark,03/30/2007,203.8,18.8
Hawaii,Thresher shark,03/30/2007,204,19.9
Hawaii,Thresher shark,03/30/2007,204.1,18.8
Hawaii,Thresher shark,03/30/2007,204.2,20.2
Hawaii,Thresher shark,03/30/2007,204,19.7
Hawaii,Thresher shark,03/30/2007,204,19.8
Hawaii,Thresher shark,03/30/2007,204.3,20.5
Hawaii,Thresher shark,03/30/2007,203.7,20
Hawaii,Thresher shark,03/30/2007,203.7,20.5
Hawaii,Thresher shark,03/30/2007,203.8,19.3
Hawaii,Thresher shark,03/30/2007,204.7,19.3
Hawaii,Thresher shark,03/30/2007,203.8,20.1
Hawaii,Thresher shark,03/30/2007,204.7,20.2
Hawaii,Thresher shark,03/30/2007,203.8,20
Hawaii,Thresher shark,03/30/2007,204.4,20.5
Hawaii,Thresher shark,03/30/2007,203.8,19.2
Hawaii,Thresher shark,03/30/2007,204.2,20.5
Hawaii,Thresher shark,03/30/2007,203.7,19.1
Hawaii,Thresher shark,03/30/2007,204.1,19.9
Hawaii,Thresher shark,03/30/2007,203.9,20.4
Hawaii,Thresher shark,03/30/2007,204,20.4
Hawaii,Thresher shark,03/30/2007,203.8,20.4
Hawaii,Thresher shark,03/30/2007,204.2,20.4
Hawaii,Thresher shark,03/30/2007,204.1,20.4
Hawaii,Thresher shark,03/30/2007,204.4,20.1
Hawaii,Thresher shark,03/30/2007,203.7,20.4
Hawaii,Thresher shark,03/30/2007,204.1,19.5
Hawaii,Painted spiny lobster,03/03/2019,203.7,19.9
Hawaii,Painted spiny lobster,03/03/2019,204.6,20.4
Hawaii,Painted spiny lobster,03/03/2019,204,20.1
Hawaii,Painted spiny lobster,03/03/2019,203.7,18.9
Hawaii,Painted spiny lobster,03/03/2019,204.2,20.3
Hawaii,Painted spiny lobster,03/03/2019,204,18.9
Hawaii,Painted spiny lobster,03/03/2019,204.5,20.4
Hawaii,Painted spiny lobster,03/03/2019,203.9,19.9
Hawaii,Painted spiny lobster,03/03/2019,204.1,20.1
Hawaii,Painted spiny lobster,03/03/2019,204.5,20.3
Hawaii,Painted spiny lobster,03/03/2019,204.3,18.9
Hawaii,Painted spiny lobster,03/03/2019,204.1,20
Hawaii,Painted spiny lobster,03/03/2019,203.9,19.4
Hawaii,Painted spiny lobster,03/03/2019,204.2,18.7
Hawaii,Painted spiny lobster,03/03/2019,203.8,19.4
Hawaii,Painted spiny lobster,03/03/2019,204.6,20.3
Hawaii,Painted spiny lobster,03/03/2019,203.7,19.3
Hawaii,Painted spiny lobster,03/03/2019,204.3,18.8
Hawaii,Painted spiny lobster,03/03/2019,204.3,20.3
Hawaii,Painted spiny lobster,03/03/2019,204,19
Hawaii,Painted spiny lobster,03/03/2019,203.8,18.9
Hawaii,Painted spiny lobster,03/03/2019,203.8,19.9
Hawaii,Painted spiny lobster,03/03/2019,204.4,20.3
Hawaii,Painted spiny lobster,03/03/2019,204.7,20.4
Hawaii,Painted spiny lobster,03/03/2019,204,20
Hawaii,Painted spiny lobster,03/03/2019,204.5,19
Hawaii,Painted spiny lobster,03/03/2019,203.8,19.8
Hawaii,Painted spiny lobster,03/03/2019,204.7,20
Hawaii,Painted spiny lobster,03/03/2019,204.4,18.9
Hawaii,Painted spiny lobster,03/03/2019,204.1,18.7
Hawaii,Painted spiny lobster,03/03/2019,203.7,20.3
Hawaii,Painted spiny lobster,03/03/2019,203.9,20.1
Hawaii,Painted spiny lobster,03/03/2019,204,19.3
Hawaii,Painted spiny lobster,03/03/2019,204.1,18.9
Hawaii,Painted spiny lobster,03/03/2019,203.9,19.7
Hawaii,Painted spiny lobster,03/03/2019,204,19.4
Hawaii,Painted spiny lobster,03/03/2019,204.2,20
Hawaii,Painted spiny lobster,03/03/2019,204.5,18.8
Hawaii,Painted spiny lobster,03/03/2019,203.9,19.8
Hawaii,Painted spiny lobster,03/03/2019,204.2,18.8
Hawaii,Painted spiny lobster,03/03/2019,204.7,18.7
Hawaii,Painted spiny lobster,03/03/2019,203.9,20.2
Hawaii,Painted spiny lobster,03/03/2019,204.6,18.7
Hawaii,Painted spiny lobster,03/03/2019,203.8,18.7
Hawaii,Painted spiny lobster,03/03/2019,204.6,20.2
Hawaii,Painted spiny lobster,03/03/2019,204.5,20.2
Hawaii,Painted spiny lobster,03/03/2019,203.9,18.8
Hawaii,Painted spiny lobster,03/03/2019,204.4,19
Hawaii,Painted spiny lobster,03/03/2019,204.5,20.1
Hawaii,Painted spiny lobster,03/03/2019,203.9,19.5
Hawaii,Painted spiny lobster,03/03/2019,204,19.5
Hawaii,Painted spiny lobster,03/03/2019,204.4,20.2
Hawaii,Painted spiny lobster,03/03/2019,203.8,20.3
Hawaii,Painted spiny lobster,03/03/2019,203.9,18.9
Hawaii,Painted spiny lobster,03/03/2019,204,19.1
Hawaii,Painted spiny lobster,03/03/2019,203.9,20.5
Hawaii,Painted spiny lobster,03/03/2019,204.1,20.2
Hawaii,Painted spiny lobster,03/03/2019,203.7,19.5
Hawaii,Painted spiny lobster,03/03/2019,204.1,20.5
Hawaii,Painted spiny lobster,03/03/2019,203.8,20.2
Hawaii,Painted spiny lobster,03/03/2019,204,20.5
Hawaii,Painted spiny lobster,03/03/2019,204.7,19.2
Hawaii,Painted spiny lobster,03/03/2019,204.2,18.9
Hawaii,Painted spiny lobster,03/03/2019,203.7,18.7
Hawaii,Painted spiny lobster,03/03/2019,203.8,19.7
Hawaii,Painted spiny lobster,03/03/2019,203.8,19
Hawaii,Painted spiny lobster,03/03/2019,204.1,19.4
Hawaii,Painted spiny lobster,03/03/2019,203.7,19.4
Hawaii,Painted spiny lobster,03/03/2019,204.4,18.8
Hawaii,Painted spiny lobster,03/03/2019,204.7,18.9
Hawaii,Painted spiny lobster,03/03/2019,204.6,19.2
Hawaii,Painted spiny lobster,03/03/2019,204.1,20.3
Hawaii,Painted spiny lobster,03/03/2019,204,19.6
Hawaii,Painted spiny lobster,03/03/2019,204.6,20.1
Hawaii,Painted spiny lobster,03/03/2019,203.7,20.2
