lon,lat,date,site,island,region,unit,Bathymetry_ETOPO_2022_v1_15s,Chlorophyll_A_ESA_OC_CCI_v6.0_Clim,Sea_Surface_Temperature_NOAA_geopolar_blended_Clim
204.2908655,20.19749522,8/3/2013,HAW-00397,Hawaii,MHI,Hawaii,-19.383594512939453,0.5102872252464294,298.5437927246094
204.2882471,20.19613224,8/3/2013,HAW-00431,Hawaii,MHI,Hawaii,-19.383594512939453,0.5102872252464294,298.5437927246094
204.2075386,20.25059533,8/3/2013,HAW-00448,Hawaii,MHI,Hawaii,-23.5087947845459,0.17766864597797394,298.5972900390625
204.1961558,20.25749448,8/3/2013,HAW-00395,Hawaii,MHI,Hawaii,-24.086366653442383,0.17766864597797394,298.6318054199219
204.1526762,20.26759828,8/3/2013,HAW-00407,Hawaii,MHI,Hawaii,-18.77833366394043,0.18956801295280457,298.6318054199219
204.1100964,20.24361681,8/3/2013,HAW-00460,Hawaii,MHI,Hawaii,NA,NA,298.688720703125
204.24215,20.2405,8/3/2013,HAW-01402,Hawaii,MHI,Hawaii,-19.52717399597168,0.4119970202445984,298.5863037109375
204.2482108,20.23514229,8/3/2013,HAW-01411,Hawaii,MHI,Hawaii,-8.134623527526855,0.4119970202445984,298.5863037109375
204.1099452,20.24428267,8/3/2013,HAW-01468,Hawaii,MHI,Hawaii,NA,NA,298.688720703125
204.2081625,20.25085609,8/3/2013,HAW-01448,Hawaii,MHI,Hawaii,-23.5087947845459,0.17766864597797394,298.5972900390625
204.1370325,20.26737649,8/3/2013,HAW-01476,Hawaii,MHI,Hawaii,-19.91124153137207,0.18956801295280457,298.6719970703125
204.0826981,19.14996377,8/4/2013,HAW-01487,Hawaii,MHI,Hawaii,-42.105125427246094,NA,298.99810791015625
204.0845166,19.16065933,8/4/2013,HAW-01566,Hawaii,MHI,Hawaii,-2.999081611633301,NA,298.9957275390625
204.0798066,19.12053332,8/4/2013,HAW-00765,Hawaii,MHI,Hawaii,-24.288089752197266,0.09713935106992722,298.99810791015625
204.0809812,19.13674979,8/4/2013,HAW-00506,Hawaii,MHI,Hawaii,-13.617959022521973,NA,298.99810791015625
204.0844933,19.15302216,8/4/2013,HAW-00487,Hawaii,MHI,Hawaii,-7.040454864501953,NA,298.9957275390625
204.9196196,19.8325335,8/5/2013,HAW-01631,Hawaii,MHI,Hawaii,-20.550304412841797,0.1778438687324524,298.42437744140625
204.9461418,19.74481596,8/5/2013,HAW-01643,Hawaii,MHI,Hawaii,-12.399762153625488,1.3991034030914307,298.4116516113281
204.9843237,19.7366633,8/5/2013,HAW-01748,Hawaii,MHI,Hawaii,-0.6776069402694702,0.3731176555156708,298.4194030761719
204.9196196,19.8325335,8/5/2013,HAW-00631,Hawaii,MHI,Hawaii,-20.550304412841797,0.1778438687324524,298.42437744140625
204.9461418,19.74481596,8/5/2013,HAW-00643,Hawaii,MHI,Hawaii,-12.399762153625488,1.3991034030914307,298.4116516113281
204.9843237,19.7366633,8/5/2013,HAW-00748,Hawaii,MHI,Hawaii,-0.6776069402694702,0.3731176555156708,298.4194030761719
204.9744668,19.74557402,8/5/2013,HAW-00629,Hawaii,MHI,Hawaii,-22.8541202545166,0.3731176555156708,298.4194030761719
204.9420189,19.74691001,8/5/2013,HAW-00640,Hawaii,MHI,Hawaii,-16.054485321044922,1.3991034030914307,298.4116516113281
205.0251543,19.66451297,8/5/2013,HAW-00649,Hawaii,MHI,Hawaii,-16.15730094909668,0.23780131340026855,298.42950439453125
204.9531979,19.74418798,8/5/2013,HAW-00632,Hawaii,MHI,Hawaii,-20.31178092956543,1.3991034030914307,298.4194030761719
204.9122368,19.77316163,8/5/2013,HAW-00664,Hawaii,MHI,Hawaii,NA,0.7053959965705872,298.4162902832031
205.1451986,19.44420143,8/6/2013,HAW-01625,Hawaii,MHI,Hawaii,-21.384021759033203,0.12952640652656555,298.4954528808594
205.1471337,19.4459773,8/6/2013,HAW-01750,Hawaii,MHI,Hawaii,-8.967779159545898,0.12952640652656555,298.4954528808594
205.0463119,19.36768128,8/6/2013,HAW-01757,Hawaii,MHI,Hawaii,-39.37051010131836,0.11347316950559616,NA
205.1652046,19.46009243,8/6/2013,HAW-00642,Hawaii,MHI,Hawaii,-14.112287521362305,NA,298.4889831542969
205.1425982,19.44146164,8/6/2013,HAW-00625,Hawaii,MHI,Hawaii,-165.464599609375,0.12952640652656555,298.4954528808594
205.0990713,19.40856803,8/6/2013,HAW-00648,Hawaii,MHI,Hawaii,NA,0.10775277763605118,NA
205.064218,19.38144528,8/6/2013,HAW-00754,Hawaii,MHI,Hawaii,-60.91161346435547,0.21944095194339752,298.50994873046875
205.0741653,19.39415543,8/6/2013,HAW-00662,Hawaii,MHI,Hawaii,-15.372644424438477,0.21944095194339752,298.50994873046875
205.1853667,19.49032243,8/6/2013,HAW-00759,Hawaii,MHI,Hawaii,-30.406795501708984,0.18687623739242554,298.4889831542969
205.1443702,19.4433614,8/6/2013,HAW-00750,Hawaii,MHI,Hawaii,-21.384021759033203,0.12952640652656555,298.4954528808594
205.1246302,19.42717879,8/6/2013,HAW-00751,Hawaii,MHI,Hawaii,-7.1622724533081055,0.15106560289859772,298.4954528808594
205.1160854,19.4231828,8/6/2013,HAW-00663,Hawaii,MHI,Hawaii,NA,0.15106560289859772,298.4954528808594
205.0451632,19.36723553,8/6/2013,HAW-00757,Hawaii,MHI,Hawaii,NA,0.11347316950559616,NA
205.0535968,19.37339933,8/6/2013,HAW-00755,Hawaii,MHI,Hawaii,-23.5030517578125,0.11347316950559616,298.50994873046875
205.185833,19.49005,8/6/2013,HAW-01759,Hawaii,MHI,Hawaii,-30.406795501708984,0.18687623739242554,298.4889831542969
205.098533,19.408233,8/6/2013,HAW-01648,Hawaii,MHI,Hawaii,-115.26365661621094,0.10775277763605118,NA
205.033817,19.3557,8/6/2013,HAW-01743,Hawaii,MHI,Hawaii,-42.43702697753906,0.19365078210830688,NA
204.4916661,19.1187421,8/7/2013,HAW-01677,Hawaii,MHI,Hawaii,-22.253732681274414,0.14089912176132202,298.5534973144531
204.4467689,19.07674391,8/7/2013,HAW-01693,Hawaii,MHI,Hawaii,-19.475873947143555,0.1988021284341812,NA
204.3864407,18.96680854,8/7/2013,HAW-01733,Hawaii,MHI,Hawaii,-1.4205859899520874,0.3551022410392761,298.61883544921875
204.3171213,18.92598792,8/7/2013,HAW-01766,Hawaii,MHI,Hawaii,NA,0.18465137481689453,298.67218017578125
204.4547714,19.08245567,8/7/2013,HAW-00679,Hawaii,MHI,Hawaii,-38.00475311279297,0.1988021284341812,298.5631103515625
204.4479629,19.04885941,8/7/2013,HAW-00697,Hawaii,MHI,Hawaii,-15.858505249023438,0.1988021284341812,NA
204.4433335,19.03911771,8/7/2013,HAW-00735,Hawaii,MHI,Hawaii,-14.281927108764648,0.1637885421514511,NA
204.4161849,19.00462098,8/7/2013,HAW-00687,Hawaii,MHI,Hawaii,NA,0.4971838593482971,NA
204.3862076,18.96727181,8/7/2013,HAW-00733,Hawaii,MHI,Hawaii,-1.4205859899520874,0.3551022410392761,298.61883544921875
204.4976023,19.13276888,8/7/2013,HAW-00705,Hawaii,MHI,Hawaii,-23.5331974029541,NA,298.5534973144531
204.4687666,19.10352711,8/7/2013,HAW-00719,Hawaii,MHI,Hawaii,-23.444801330566406,0.14089912176132202,298.5534973144531
204.4518862,19.08267595,8/7/2013,HAW-00700,Hawaii,MHI,Hawaii,-27.15997314453125,0.1988021284341812,298.5631103515625
204.4308726,19.02496713,8/7/2013,HAW-00721,Hawaii,MHI,Hawaii,-45.25333786010742,0.1637885421514511,NA
204.3936257,18.9636033,8/7/2013,HAW-00675,Hawaii,MHI,Hawaii,-16.90507698059082,0.3551022410392761,298.61883544921875
204.315039,18.91922507,8/7/2013,HAW-00732,Hawaii,MHI,Hawaii,-45.27605438232422,0.18465137481689453,298.67218017578125
204.163209,20.03786271,8/8/2013,HAW-00532,Hawaii,MHI,Hawaii,-10.4762601852417,0.21933312714099884,NA
204.1618714,19.98997229,8/8/2013,HAW-00486,Hawaii,MHI,Hawaii,-30.370235443115234,0.22750765085220337,NA
204.1285069,19.94641087,8/8/2013,HAW-00591,Hawaii,MHI,Hawaii,-20.50587272644043,NA,298.9581604003906
204.1068263,19.91792388,8/8/2013,HAW-00549,Hawaii,MHI,Hawaii,-8.704546928405762,0.21821868419647217,298.9581604003906
204.1030223,19.91123286,8/8/2013,HAW-00583,Hawaii,MHI,Hawaii,-2.346222400665283,0.29312655329704285,298.9581604003906
204.0908424,19.89859303,8/8/2013,HAW-00526,Hawaii,MHI,Hawaii,-12.83942699432373,0.29312655329704285,298.9710388183594
204.1467367,20.063003899999998,8/8/2013,HAW-00488,Hawaii,MHI,Hawaii,NA,NA,298.8899230957031
204.1666976,20.0034452,8/8/2013,HAW-00540,Hawaii,MHI,Hawaii,-13.585983276367188,NA,NA
204.1660472,19.97723591,8/8/2013,HAW-00582,Hawaii,MHI,Hawaii,-7.066292762756348,0.22750765085220337,NA
204.1171138,19.939099,8/8/2013,HAW-00492,Hawaii,MHI,Hawaii,-16.81483268737793,0.21821868419647217,298.9581604003906
204.0936787,19.89316491,8/8/2013,HAW-00617,Hawaii,MHI,Hawaii,-2.106471061706543,0.29312655329704285,298.9710388183594
204.083905,19.87847437,8/8/2013,HAW-00535,Hawaii,MHI,Hawaii,NA,0.29312655329704285,298.9710388183594
204.0718653,19.86209798,8/8/2013,HAW-00623,Hawaii,MHI,Hawaii,-5.821491241455078,NA,298.9710388183594
204.1467141,20.06308017,8/8/2013,HAW-01488,Hawaii,MHI,Hawaii,NA,NA,298.8899230957031
204.1668172,20.00323883,8/8/2013,HAW-01540,Hawaii,MHI,Hawaii,-13.585983276367188,NA,NA
204.1404838,19.9609699,8/8/2013,HAW-01579,Hawaii,MHI,Hawaii,-20.39582633972168,0.22750765085220337,298.9434814453125
204.1105092,19.9272578,8/8/2013,HAW-01619,Hawaii,MHI,Hawaii,-0.9400543570518494,0.21821868419647217,298.9581604003906
204.26915,18.968567,8/7/2013,HAW-00022,Hawaii,MHI,Hawaii,-23.1511287689209,NA,298.6993713378906
204.1174,19.0383,8/4/2013,HAW-00024,Hawaii,MHI,Hawaii,-2.9699392318725586,0.09472674131393433,298.9386901855469
203.944577,19.747491,6/16/2015,HAW-01961,Hawaii,MHI,Hawaii,-38.259281158447266,NA,299.0045471191406
203.951862,19.694882,6/16/2015,HAW-01874,Hawaii,MHI,Hawaii,-51.56515884399414,NA,NA
204.01408,19.612929,6/16/2015,HAW-01978,Hawaii,MHI,Hawaii,-8.070577621459961,NA,298.99603271484375
204.028609,19.568667,6/16/2015,HAW-01811,Hawaii,MHI,Hawaii,-29.548551559448242,NA,298.99530029296875
204.058643,19.482254,6/16/2015,HAW-02405,Hawaii,MHI,Hawaii,-15.681912422180176,NA,298.99114990234375
203.94744,19.759449,6/16/2015,HAW-02416,Hawaii,MHI,Hawaii,-19.854528427124023,NA,299.0022888183594
203.948166,19.714778,6/16/2015,HAW-01987,Hawaii,MHI,Hawaii,-16.303422927856445,NA,299.0045471191406
203.96754,19.674787,6/16/2015,HAW-02439,Hawaii,MHI,Hawaii,-12.266131401062012,NA,NA
204.029418,19.575632,6/16/2015,HAW-01779,Hawaii,MHI,Hawaii,-1.3581124544143677,NA,298.99530029296875
204.050057,19.491988,6/16/2015,HAW-01799,Hawaii,MHI,Hawaii,NA,NA,298.99114990234375
204.049965,19.485654,6/16/2015,HAW-02318,Hawaii,MHI,Hawaii,-80.6161880493164,NA,298.9908752441406
204.051836,19.482746,6/16/2015,HAW-02185,Hawaii,MHI,Hawaii,-98.24584197998047,NA,298.99114990234375
203.939068,19.725837,6/16/2015,HAW-02399,Hawaii,MHI,Hawaii,-4.797286510467529,NA,299.0045471191406
203.96893,19.65136,6/16/2015,HAW-01833,Hawaii,MHI,Hawaii,-24.396583557128906,NA,NA
203.989974,19.641143,6/16/2015,HAW-01916,Hawaii,MHI,Hawaii,-44.70325469970703,NA,298.9990539550781
204.031207,19.582552,6/16/2015,HAW-02306,Hawaii,MHI,Hawaii,-3.5759878158569336,NA,298.99530029296875
204.042472,19.509591,6/16/2015,HAW-01843,Hawaii,MHI,Hawaii,-6.584353446960449,NA,298.99359130859375
204.047346,19.5037,6/16/2015,HAW-01901,Hawaii,MHI,Hawaii,-9.949618339538574,NA,298.99359130859375
204.918353,19.838023,6/17/2015,HAW-01999,Hawaii,MHI,Hawaii,-16.17268180847168,0.18636025488376617,298.42437744140625
204.894222,19.876783,6/17/2015,HAW-02348,Hawaii,MHI,Hawaii,-21.865400314331055,0.1896807998418808,298.4251403808594
204.865073,19.912636,6/17/2015,HAW-01825,Hawaii,MHI,Hawaii,-23.08766746520996,NA,298.43463134765625
204.824335,19.947887,6/17/2015,HAW-02259,Hawaii,MHI,Hawaii,NA,0.3504922389984131,298.42828369140625
204.791685,19.974095,6/17/2015,HAW-02146,Hawaii,MHI,Hawaii,-27.108797073364258,0.18577007949352264,298.433349609375
204.767613,19.986153,6/17/2015,HAW-02220,Hawaii,MHI,Hawaii,NA,0.20717576146125793,298.433349609375
204.914049,19.805951,6/17/2015,HAW-01927,Hawaii,MHI,Hawaii,-26.89080047607422,0.21274273097515106,298.42437744140625
204.89202,19.87712,6/17/2015,HAW-02280,Hawaii,MHI,Hawaii,-21.865400314331055,0.1896807998418808,298.4251403808594
204.881216,19.886182,6/17/2015,HAW-02366,Hawaii,MHI,Hawaii,NA,0.1896807998418808,298.4251403808594
204.844565,19.932981,6/17/2015,HAW-02110,Hawaii,MHI,Hawaii,-3.8770360946655273,0.20718243718147278,298.42828369140625
204.802374,19.962845,6/17/2015,HAW-01994,Hawaii,MHI,Hawaii,-22.982032775878906,0.18577007949352264,298.43829345703125
204.911656,19.81587,6/17/2015,HAW-02202,Hawaii,MHI,Hawaii,NA,0.21274273097515106,298.42437744140625
204.914374,19.853562,6/17/2015,HAW-02165,Hawaii,MHI,Hawaii,NA,0.24758586287498474,298.4327087402344
204.859658,19.919755,6/17/2015,HAW-01957,Hawaii,MHI,Hawaii,-23.053165435791016,0.20718243718147278,298.43463134765625
204.81447,19.955028,6/17/2015,HAW-02075,Hawaii,MHI,Hawaii,-24.66082000732422,0.3504922389984131,298.43829345703125
204.717285,20.020272,6/17/2015,HAW-01807,Hawaii,MHI,Hawaii,NA,0.18190902471542358,298.44134521484375
204.076544,19.447963,6/18/2015,HAW-02281,Hawaii,MHI,Hawaii,-24.411293029785156,0.14748278260231018,298.9869689941406
204.097742,19.383239,6/18/2015,HAW-02151,Hawaii,MHI,Hawaii,-9.548727035522461,NA,298.9847717285156
204.110827,19.313184,6/18/2015,HAW-02389,Hawaii,MHI,Hawaii,-14.340998649597168,0.11998718976974487,298.9847106933594
204.101213,19.238813,6/18/2015,HAW-02248,Hawaii,MHI,Hawaii,NA,NA,298.9893798828125
204.096865,19.221516,6/18/2015,HAW-02413,Hawaii,MHI,Hawaii,-9.442731857299805,NA,298.99078369140625
204.092831,19.40696,6/18/2015,HAW-02233,Hawaii,MHI,Hawaii,-1.0429757833480835,NA,298.9869689941406
204.113158,19.343836,6/18/2015,HAW-01798,Hawaii,MHI,Hawaii,NA,NA,298.9847106933594
204.106397,19.272309,6/18/2015,HAW-02263,Hawaii,MHI,Hawaii,-53.521034240722656,NA,298.9862060546875
204.098972,19.218277,6/18/2015,HAW-02449,Hawaii,MHI,Hawaii,-32.81235122680664,NA,298.99078369140625
204.087573,19.176394,6/18/2015,HAW-02197,Hawaii,MHI,Hawaii,-11.822134017944336,NA,298.9957275390625
204.084666,19.421629,6/18/2015,HAW-02090,Hawaii,MHI,Hawaii,-27.281558990478516,NA,298.9869689941406
204.10115,19.372795,6/18/2015,HAW-02386,Hawaii,MHI,Hawaii,-7.513307094573975,NA,298.98406982421875
204.110455,19.302749,6/18/2015,HAW-01988,Hawaii,MHI,Hawaii,-12.43513298034668,0.11998718976974487,298.9847106933594
204.098017,19.229177,6/18/2015,HAW-01824,Hawaii,MHI,Hawaii,-50.54523849487305,NA,298.99078369140625
204.09281,19.194486,6/18/2015,HAW-02408,Hawaii,MHI,Hawaii,-2.836171865463257,NA,298.9957275390625
204.091459,19.191109,6/18/2015,HAW-02421,Hawaii,MHI,Hawaii,-55.836116790771484,NA,298.9957275390625
204.108271,19.357144,6/18/2015,HAW-02278,Hawaii,MHI,Hawaii,-125.16899108886719,NA,298.98406982421875
204.108271,19.357144,6/18/2015,HAW-02278,Hawaii,MHI,Hawaii,-125.16899108886719,NA,298.98406982421875
204.099999,19.257267,6/18/2015,HAW-02390,Hawaii,MHI,Hawaii,-130.16078186035156,NA,298.9869384765625
204.099999,19.257267,6/18/2015,HAW-02390,Hawaii,MHI,Hawaii,-130.16078186035156,NA,298.9869384765625
204.083028,19.109653,6/19/2015,HAW-02457,Hawaii,MHI,Hawaii,-120.12569427490234,0.09713935106992722,298.99810791015625
204.118073,19.042843,6/19/2015,HAW-02467,Hawaii,MHI,Hawaii,-7.748228549957275,0.17605598270893097,298.9386901855469
204.13513,19.027805,6/19/2015,HAW-01995,Hawaii,MHI,Hawaii,-62.309783935546875,0.18155135214328766,298.9386901855469
204.098744,19.076333,6/19/2015,HAW-01887,Hawaii,MHI,Hawaii,-8.717496871948242,0.17605598270893097,298.99285888671875
204.081027,19.124999,6/19/2015,HAW-02466,Hawaii,MHI,Hawaii,-22.52825927734375,0.09713935106992722,298.99810791015625
204.176595,19.014625,6/19/2015,HAW-02149,Hawaii,MHI,Hawaii,-30.301212310791016,0.14571543037891388,NA
204.150972,19.017998,6/19/2015,HAW-02455,Hawaii,MHI,Hawaii,-51.451236724853516,0.18155135214328766,NA
204.088621,19.094477,6/19/2015,HAW-02452,Hawaii,MHI,Hawaii,-13.234380722045898,NA,298.99285888671875
204.132977,19.028805,6/19/2015,HAW-02275,Hawaii,MHI,Hawaii,-161.94467163085938,0.18155135214328766,298.9386901855469
204.132977,19.028805,6/19/2015,HAW-02275,Hawaii,MHI,Hawaii,-161.94467163085938,0.18155135214328766,298.9386901855469
204.113273,19.054955,6/19/2015,HAW-02458,Hawaii,MHI,Hawaii,NA,0.17605598270893097,298.9849853515625
204.113273,19.054955,6/19/2015,HAW-02458,Hawaii,MHI,Hawaii,NA,0.17605598270893097,298.9849853515625
204.095369,19.07713,6/19/2015,HAW-02454,Hawaii,MHI,Hawaii,-47.9193000793457,0.17605598270893097,298.99285888671875
204.114414,19.052735,6/19/2015,HAW-01851,Hawaii,MHI,Hawaii,-52.50674057006836,0.17605598270893097,298.9849853515625
204.210413,18.998308,6/19/2015,HAW-02465,Hawaii,MHI,Hawaii,-71.629791259765625,0.10992146283388138,298.76214599609375
204.199754,19.009163,6/19/2015,HAW-02468,Hawaii,MHI,Hawaii,-7.153841972351074,0.14571543037891388,NA
204.13569,19.027695,6/19/2015,HAW-02290,Hawaii,MHI,Hawaii,-62.309783935546875,0.18155135214328766,298.9386901855469
203.948876,19.7813,6/20/2015,HAW-01785,Hawaii,MHI,Hawaii,-24.652441024780273,NA,299.0022888183594
203.957048,19.787896,6/20/2015,HAW-01960,Hawaii,MHI,Hawaii,-9.938924789428711,NA,298.9960021972656
203.98258,19.802203,6/20/2015,HAW-02315,Hawaii,MHI,Hawaii,-9.684786796569824,NA,298.9924621582031
203.980009,19.805374,6/20/2015,HAW-02221,Hawaii,MHI,Hawaii,-25.024337768554688,NA,298.9924621582031
203.99826,19.827939,6/20/2015,HAW-02246,Hawaii,MHI,Hawaii,-23.796363830566406,NA,298.9924621582031
204.01514,19.840725,6/20/2015,HAW-02257,Hawaii,MHI,Hawaii,-21.299312591552734,0.24462366104125977,298.9844665527344
203.950169,19.7569,6/20/2015,HAW-01943,Hawaii,MHI,Hawaii,NA,NA,298.9960021972656
203.948572,19.789252,6/20/2015,HAW-02266,Hawaii,MHI,Hawaii,-38.97531509399414,NA,299.0022888183594
203.977053,19.799082,6/20/2015,HAW-01773,Hawaii,MHI,Hawaii,-6.218206882476807,NA,298.9960021972656
204.012094,19.835369,6/20/2015,HAW-02034,Hawaii,MHI,Hawaii,-14.393810272216797,0.24462366104125977,298.9844665527344
204.027337,19.851872,6/20/2015,HAW-01805,Hawaii,MHI,Hawaii,-31.431175231933594,0.24462366104125977,298.9764099121094
204.069104,19.854674,6/20/2015,HAW-02103,Hawaii,MHI,Hawaii,-4.766075134277344,NA,298.9710388183594
203.962075,19.795491,6/20/2015,HAW-01823,Hawaii,MHI,Hawaii,-15.822916984558105,NA,298.9960021972656
203.962075,19.795491,6/20/2015,HAW-01823,Hawaii,MHI,Hawaii,-15.822916984558105,NA,298.9960021972656
204.024791,19.848332,6/20/2015,HAW-02005,Hawaii,MHI,Hawaii,-28.946252822875977,0.24462366104125977,298.9844665527344
204.024791,19.848332,6/20/2015,HAW-02005,Hawaii,MHI,Hawaii,-28.946252822875977,0.24462366104125977,298.9844665527344
204.668661,20.040718,7/2/2015,HAW-01810,Hawaii,MHI,Hawaii,NA,0.2576278746128082,298.43865966796875
204.622387,20.063359,7/2/2015,HAW-02032,Hawaii,MHI,Hawaii,-26.4935359954834,0.2198900282382965,298.45306396484375
204.547066,20.097243,7/2/2015,HAW-02022,Hawaii,MHI,Hawaii,-24.052467346191406,0.16383889317512512,298.4568786621094
204.51354,20.106631,7/2/2015,HAW-02112,Hawaii,MHI,Hawaii,NA,0.22056953608989716,298.4703369140625
204.484549,20.113915,7/2/2015,HAW-01899,Hawaii,MHI,Hawaii,-20.47315788269043,0.3971214294433594,298.47308349609375
204.649123,20.051146,7/2/2015,HAW-02158,Hawaii,MHI,Hawaii,-28.46405792236328,0.1782272458076477,298.45306396484375
204.649123,20.051146,7/2/2015,HAW-02158,Hawaii,MHI,Hawaii,-28.46405792236328,0.1782272458076477,298.45306396484375
204.601451,20.074412,7/2/2015,HAW-01985,Hawaii,MHI,Hawaii,-16.32004737854004,0.2198900282382965,298.45306396484375
204.601451,20.074412,7/2/2015,HAW-01985,Hawaii,MHI,Hawaii,-16.32004737854004,0.2198900282382965,298.45306396484375
204.524321,20.104933,7/2/2015,HAW-02003,Hawaii,MHI,Hawaii,-26.649057388305664,0.22056953608989716,298.4703369140625
204.524321,20.104933,7/2/2015,HAW-02003,Hawaii,MHI,Hawaii,-26.649057388305664,0.22056953608989716,298.4703369140625
204.680578,20.034348,7/2/2015,HAW-02183,Hawaii,MHI,Hawaii,-29.48963165283203,0.2576278746128082,298.43865966796875
204.634167,20.059132,7/2/2015,HAW-02122,Hawaii,MHI,Hawaii,-42.74454116821289,0.1782272458076477,298.45306396484375
204.591319,20.078584,7/2/2015,HAW-02063,Hawaii,MHI,Hawaii,NA,0.2198900282382965,298.4534606933594
204.476881,20.117904,7/2/2015,HAW-02123,Hawaii,MHI,Hawaii,-20.164371490478516,0.3971214294433594,298.47308349609375
204.437382,20.128452,7/2/2015,HAW-02159,Hawaii,MHI,Hawaii,NA,0.16301120817661285,298.479248046875
204.579568,20.086498,7/2/2015,HAW-02011,Hawaii,MHI,Hawaii,-26.972793579101563,0.16383889317512512,298.4534606933594
204.579568,20.086498,7/2/2015,HAW-02011,Hawaii,MHI,Hawaii,-26.972793579101563,0.16383889317512512,298.4534606933594
204.508523,20.109713,7/2/2015,HAW-01802,Hawaii,MHI,Hawaii,-29.819868087768555,0.22056953608989716,298.4703369140625
204.508523,20.109713,7/2/2015,HAW-01802,Hawaii,MHI,Hawaii,-29.819868087768555,0.22056953608989716,298.4703369140625
204.448134,20.128582,7/2/2015,HAW-01860,Hawaii,MHI,Hawaii,NA,0.16301120817661285,298.479248046875
204.448134,20.128582,7/2/2015,HAW-01860,Hawaii,MHI,Hawaii,NA,0.16301120817661285,298.479248046875
204.4639,19.09408,8/7/2016,HAW-02583,Hawaii,MHI,Hawaii,-34.08594512939453,0.14089912176132202,298.5631103515625
204.4482,19.065550000000002,8/7/2016,HAW-02597,Hawaii,MHI,Hawaii,-7.227461814880371,0.1988021284341812,NA
204.4352,19.02801,8/7/2016,HAW-02733,Hawaii,MHI,Hawaii,-21.11992645263672,0.1637885421514511,NA
204.4209,19.0163,8/7/2016,HAW-02615,Hawaii,MHI,Hawaii,-157.45362854003906,0.1637885421514511,NA
204.5077,19.13528,8/7/2016,HAW-02577,Hawaii,MHI,Hawaii,-17.402162551879883,0.2006567418575287,298.5544738769531
204.4926,19.12663,8/7/2016,HAW-02602,Hawaii,MHI,Hawaii,-22.095855712890625,NA,298.5534973144531
204.4799,19.11292,8/7/2016,HAW-02626,Hawaii,MHI,Hawaii,NA,0.14089912176132202,298.5534973144531
204.4456,19.07933,8/7/2016,HAW-02618,Hawaii,MHI,Hawaii,NA,0.1988021284341812,NA
204.439,19.03159,8/7/2016,HAW-02694,Hawaii,MHI,Hawaii,-30.49631690979004,0.1637885421514511,NA
204.5123,19.13677,8/7/2016,HAW-03236,Hawaii,MHI,Hawaii,-50.310997009277344,0.2006567418575287,298.5544738769531
204.4572,19.08456,8/7/2016,HAW-03261,Hawaii,MHI,Hawaii,-5.642425060272217,0.30429497361183167,298.5631103515625
204.4296,19.02523,8/7/2016,HAW-03281,Hawaii,MHI,Hawaii,NA,0.1637885421514511,NA
204.38,18.96514,8/7/2016,HAW-03288,Hawaii,MHI,Hawaii,-12.795536041259766,0.3551022410392761,298.61883544921875
204.3693,18.944,8/7/2016,HAW-03291,Hawaii,MHI,Hawaii,-7.5577921867370605,0.2918985188007355,298.6437072753906
205.1164,19.5588,8/8/2016,HAW-02548,Hawaii,MHI,Hawaii,-24.93619155883789,0.1970064491033554,298.4606628417969
205.0431,19.62489,8/8/2016,HAW-02515,Hawaii,MHI,Hawaii,NA,0.21384939551353455,298.42718505859375
204.9778,19.73436,8/8/2016,HAW-02565,Hawaii,MHI,Hawaii,-10.50329303741455,0.3731176555156708,298.4194030761719
204.9501,19.73524,8/8/2016,HAW-02536,Hawaii,MHI,Hawaii,-14.402608871459961,1.3991034030914307,298.4194030761719
205.1323,19.55094,8/8/2016,HAW-02524,Hawaii,MHI,Hawaii,-50.03416442871094,0.16575987637043,298.4606628417969
205.0542,19.61477,8/8/2016,HAW-02533,Hawaii,MHI,Hawaii,-48.12969970703125,0.21384939551353455,298.4411315917969
205.023,19.65838,8/8/2016,HAW-02549,Hawaii,MHI,Hawaii,-10.586746215820313,0.23780131340026855,298.42950439453125
204.9868,19.73916,8/8/2016,HAW-02516,Hawaii,MHI,Hawaii,-33.7281379699707,0.3731176555156708,298.4194030761719
205.1555,19.54405,8/8/2016,HAW-03132,Hawaii,MHI,Hawaii,-35.33914566040039,0.16575987637043,298.4822082519531
205.0634,19.5992,8/8/2016,HAW-03151,Hawaii,MHI,Hawaii,-8.262384414672852,0.21384939551353455,298.4414978027344
205.019,19.64395,8/8/2016,HAW-03204,Hawaii,MHI,Hawaii,-4.920971393585205,0.23780131340026855,298.42718505859375
204.9692,19.741,8/8/2016,HAW-03157,Hawaii,MHI,Hawaii,-6.309300422668457,0.3731176555156708,298.4194030761719
205.114,19.41754,8/9/2016,HAW-02519,Hawaii,MHI,Hawaii,-49.33359146118164,0.15106560289859772,298.4954528808594
205.1537,19.45084,8/9/2016,HAW-02555,Hawaii,MHI,Hawaii,NA,0.12952640652656555,298.4889831542969
205.1934,19.51881,8/9/2016,HAW-02562,Hawaii,MHI,Hawaii,-10.242374420166016,0.2295922040939331,298.4822082519531
205.1578,19.45348,8/9/2016,HAW-03148,Hawaii,MHI,Hawaii,-31.029584884643555,0.12952640652656555,298.4889831542969
205.1685,19.46677,8/9/2016,HAW-03172,Hawaii,MHI,Hawaii,-5.257795810699463,0.18687623739242554,298.4889831542969
205.1661,19.53519,8/9/2016,HAW-03192,Hawaii,MHI,Hawaii,NA,NA,298.4822082519531
